sample_id,text,true_label,pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,technique,vulnerability
389,"Person1: I'm sorry, Miss Arroway, not only is it too Speculative a subject for a doctoral dissertation, at this point in your career it'd be tantamount to suicide.
Person2: I'm willing to take that risk.
Person1: I'm not.  You're far too promising a scientist to waste your considerable gifts on this nonsense --
Person2: Dr. Drumlin, we are talking about what could potentially be the most important discovery in the history of humanity.  There are over four hundred billion stars out there --
Person1: And only two probabilities: One: there is intelligent life in the universe but they're so far away you'll never contact it in your lifetime --
Person2: You're --
Person1: Two: There's nothing out there but noble gasses and carbon compounds and you'd be wasting your time.
Person2: What if you're wrong?  No -- I'll grant you probabilities but as a scientist without all the evidence -- you can't deny the possibility -- and I believe even the remotest possibility of something this profoundly... profound is worth investigation -- and worth taking a few risks.
Person1: I disagree.
Person2: Then disagree but don't stand in my way!",1,1,300,472,471,1,0.40833401679992676,Brandishing Anger,
390,"Person1: Where are you going?
Person2: I think your brother may have already gotten to Buzz. He gets into his car.
Person1: Can I come with you?
Person2: I did your dirty work for you Sheila, now please leave me alone. Theo drives away leaving Sheila standing alone. She watches his car recede with a thoughtful expression, then turns on her heel.",0,1,300,315,314,1,0.6127779483795166,,
391,"Person1: You would leave me for Armand if he beckoned you.
Person2: Never.
Person1: He wants you as you want him. He's been waiting for you. He wants you for a companion. He bides his time that place. he finds them as dull and lifeless as we do.
Person2: That's not so.
Person1: Do you know what his soul said to me without saying a word? When he put me in that trance...
Person2: So you felt it too!
Person1: Let him go, he said. Let him go.",1,1,300,355,354,1,0.5115621089935303,Persuasion or Seduction,Naivete
392,"Person1: No, wait, no WAIT, that's too much, man, that's like overkill, nobody can take that much, you're wasting it -- !
Person2: Your pain ends now.",0,1,300,275,274,1,0.40840792655944824,,
393,"Person1: Cactus, I can't believe you just said all that...
Person2: Oops--my face must match my cape. And to think we were going to let you go...",0,1,300,274,273,1,0.6134908199310303,,
394,"Person1: Where is it?
Person2: I don't know where it is. It's not here. It's been stolen.
Person1: Wait a minute, I think I know who stole it.
Person2: No you don't know who stole it. Just let me do the thinking.",1,1,300,293,292,1,0.6131598949432373,,
395,"Person1: ""Row, row, row your boat..."" I love ""Row...""  Do - do you know ""Row, Row, Row, Row, Row Your Boat?""
Person2: That song did not come up in my research, Captain.
Person1: The lyrics are - are very simple. It's, er, ""Row, row, row your boat, gently down the stream. Merrily, merrily, merrily, merrily, life is but a dream.."" The Doctor and I will start it off, and then when we give you the signal, you jump in.  Doctor, if you please.",0,0,300,362,361,1,0.5126791000366211,,
396,"Person1: Take it easy!  I didn't have anything to do with him getting killed if that's what you mean.
Person2: But you were business associates?
Person1: What does that have to do --",1,0,300,278,277,1,0.5075089931488037,Denial,
397,"Person1: Not at all. She brought me my fan mail.  I had no idea there were so many strangers concerned about me. But I guess that's the best thing about working in the movies. You make so many friends. I want to go back and show them that the faith they put in me wasn't a mistake.
Person2: You're telling me you feel guilty.
Person1: No... What I mean is... I'm just very excited by the prospect of getting on with my life, that's all.
Person2: Do you really believe your mother's trying to kill you?
Person1: What?
Person2: She told me you said, ""Mama, you want to kill me.""
Person1: I never said... Oh look. That's just a figure of speech. She said something funny, and I said...
Person2: And you accused her of tampering with your mail.
Person1: Oh for Christ's...",1,1,300,423,422,1,0.61922287940979,Feigning Innocence,
398,"Person1: What did you do that for?
Person2: If you didn't want to go out with me anymore, why didn't you just say it? Instead, you beat around the bush and see that woman behind my back!
Person1: What're you talking about?
Person2: You've been talking to her on the phone for weeks!
Person1: It was only a few times...
Person2: And then you pull that shit this morning, freaking out because I've gone down on a couple guys!
Person1: A couple...?
Person2: I'm not the one trying to patch things up with my ex, sneaking around behind your back! And if you think that being with thirty-seven people is a lot, then just wait, mister.
Person1: Would you let me explain...
Person2: Explain what? How you were waiting until the time was right, and then you were going to dump me for her?
Person1: Veronica... I... it's not like that anymore... I mean, it was never really like that...",1,1,300,446,445,1,0.6095969676971436,Accusation,
399,"Person1: For God's sake, will you please go now?  We gave you every nickel we got.
Person2: You're goin' outside with me.  If there's no cops around, we just split.  Otherwise, you go with us.",0,1,300,287,286,1,0.5116770267486572,,
400,"Person1: Don't you think you're overreacting just a little here?   We're talking about love, okay?  Let's be rational.
Person2: Rational?!  Love is not rational! Are you crazy?
Person1: Yes.  I'm crazy.  You have driven me crazy.  No one in their right mind would go to this much trouble to win over someone as insane as you.  Did it ever, even for one second, occur to you how much work it was to set all this up?  How many arrangements had to be made? How many players had to be coordinated?
Person2: Gee, I'm flattered.  What an incredibly romantic gesture. Cancel the roses, I've decided to lie to her instead.
Person1: Very funny.
Person2: No, it isn't.  I called off my wedding all because of you.",1,1,300,410,409,1,0.5088818073272705,"Shaming or Belittlement,Persuasion or Seduction,Accusation",
401,"Person1: Henry, what exactly are these crazed gunmen demanding?
Person2: Th-they want t-twenty-f-five million dollars cash--or Chemco will be destroyed.
Person1: Twenty-five-million!  And what will they do if the money isn't delivered?
Person2: Th-th-they'll kill one hostage every hour until it is--
Person1: Does that include Helen Filmore, United States congresswoman?
Person2: Y-yes--
Person1: Uh-oh!  Do you know if the demands are being taken seriously at this point, or does Washington think these people are just a bunch of crazy fools playing games?
Person2: Well, I-I hope that--that--
Person1: Times up!",0,0,300,387,386,1,0.510483980178833,,
402,"Person1: You have Bellerophon.
Person2: Do I?
Person1: You took it!  All of it!  And what if I need it?
Person2: 'If?'  My, my, my...the five hundred people on Bruny Island that you deliberately infected with Chimera needed it as well.
Person1: Oh, please!  How was I to know they had to be treated with Bellerophon within twenty hours?
Person2: By asking me.
Person1: You still don't get it, do you?  You want to make an omelet, you break a few eggs - I needed to know just how bad the disease was - in the real world, not the lab.  And you never know til you try.  You thought you were genetically splicing together strains of influenza to create a cure for all influenzas.  But I saw you creating a disease so terrible in Chimera that the cure would be priceless.
Person2: You wanted the disease in order to peddle the cure.
Person1: Well, the thought had occurred to me.  I needed Chimera in order to peddle Bellerophon.  For hero to be appreciated, you need a monster. Now that's not so difficult to understand, is it?  Look, time was a shot of penicillin could knock off every bloody bug in the zoo!  Not anymore!..have you any idea the R&D money it takes to float one little pissy boutique antibiotic that's barely effective against one strain of one bacterium?  If I couldn't makes money killing the microscopic little shits that are out there, you'd help me put one out there I can make on!..there it is.  I've confessed.  I, John C. McCloy, am in business to make money.  Lilly's making billions feeding Prozac to depressed dogs.  Pfizer doesn't even know where to put the money they're making on Viagra, and let me tell you that shit didn't do a thing for me even at twice the recommended dose, Jesus, who do I have to screw to get a a break!..now get me out of here, get me treated and let's go back to work!..
Person2: You know, I think it's a little late for that.  Do give my regards to Gradski if you see him.",1,1,300,716,715,1,0.4085690975189209,Accusation,
403,"Person1: What is it? What's in there?
Person2: The Soul of the House. Everything that's corrupt about it... My father trapped it in there just before he died. You see, he purchased the house to restore it... We were going to live here... Nothing can live here. I was just a kid... The first time I saw it, I thought it was beautiful... It was just a dark mist turning into the corner of the room... then it started to move... then death started to happen... First the workers.. six in all... then my father...",0,0,300,352,351,1,0.4405210018157959,,
404,"Person1: Dom? What are you?
Person2: You stole her from me. Now I want her back.",0,1,300,259,258,1,0.4024348258972168,,
405,"Person1: You ok?
Person2: Just thinking about something.
Person1: What?
Person2: There's going to be very few virgins left in school on Monday. It could be really dangerous for them if the killer isn't caught.
Person1: I guess so. Luckily we won't have that problem.",0,0,300,298,297,1,0.5871968269348145,,
406,"Person1: Excuse me sir. Are you a guest of the club?
Person2: Yes, I'm with the Underhills.
Person1: They just left, sir.
Person2: They'll be back. He had to go in for a urinalysis.
Person1: Would you care for a drink while you're waiting? I can put it on the Underhill bill.
Person2: Great. I'll have a Bloody Mary and a steak sandwich.
Person1: Very good sir.",0,0,300,335,334,1,0.5098509788513184,,
407,"Person1: I mean she's only sober about two hours a day. It's usually from eleven in the morning until one in the afternoon. And if I gave her her money and her jewels now, you know what she's gonna do? She's gonna piss it all away in about a year, and then where will she be?  Where would you be then? Comin' right back to me, right back to me.  Or finding some other excuse to come and I - I -
Person2: We had a deal. Remember that?  He said if it didn't work out between us, that I could get my things and I could leave.
Person1: Look in my eyes. Look in my eyes.",1,1,300,378,377,1,0.6186699867248535,,
408,"Person1: I said nothing before, for fear you wouldn't believe me.  I've been here before to cast evil from this house.  The amulet is a guard against evil, blessed in countless rituals.   It is an ancient ceremony of the early Catholic church, a ceremony whose secrets are all but lost.
Person2: So what does that have to do with Aubrey!  Where is she!
Person1: We must return it, if you want your daughter back.
Person2: What are you getting at!
Person1: I said nothing before, for fear you wouldn't believe me.  I've exorcised forces from this house. Eliza knew, she was there.  It wants another soul, the one we've taken away. We must weaken it!",1,1,300,391,390,1,0.6086521148681641,,
409,"Person1: I...I wrote you a letter...Reckon you didn't get it...
Person2: One letter in five years...I read it till the paper dried up and the writing faded out...
Person1: It wasn't much of a letter...
Person2: No, it wasn't...You mighta said you loved me...You mighta asked me to wait...At least that'd have been something...
Person1: But I allus loved you...You know that, without my sayin' it...I couldn't bring myself to ask you to wait...the little I had... not knowin' how much longer until we found Debbie...
Person2: It isn't fair...",1,0,300,374,373,1,0.7140159606933594,,
410,"Person1: When you first came here, I only loved the writer part of Paul Sheldon. But now I know I love the rest of him too. As much as Misery loves Ian.  I know you don't love me--don't say you do--you're a beautiful, brilliant, famous man of the world; and I'm...not a movie star type. You'll never know the fear of losing someone like you if you're someone like me.
Person2: Why would you lose me?
Person1: The book is almost finished. Your legs are getting better. Soon you'll be able to walk. You'll be wanting to leave.
Person2: Why would I want to leave? I like it here.
Person1: That's very kind of you, but I'll bet it's not altogether true.
Person2: It is.",0,1,300,399,398,1,0.5108029842376709,,
411,"Person1: I wonder if you really like all these old records or if you only like the fact that nobody else likes them?
Person2: Who knows?",0,1,300,267,266,1,0.40999603271484375,,
412,"Person1: Are you crazy!
Person2: Look, we just got this bucket going again.  I'm not about to let some varmint tear it apart ...",0,0,300,268,267,1,0.5096588134765625,,
413,"Person1: And remember that trip we took to Africa? That safari was so wonderful. Me, you... best of friends... forever.
Person2: Uh, Alex, we've only know each other one day.
Person1: Oh... I guess I'll die now.
Person2: Okay... maybe that would be best.",0,1,300,300,299,1,0.5103909969329834,,
414,"Person1: The plot thickens. It appears that Cecile has fallen for her music teacher.
Person2: Ooo, I'm sure Mrs. Caldwell will love that.
Person1: Not to mention Court Reynolds. Unfortunately, Ronald's moving with the speed of a Special Olympic Bobsledder.
Person2: What's your plan of attack?
Person1: I rat Cecile out to mommy. Mommy goes ballistic and ends their relationship. Boo hoo.
Person2: But who will they turn to for help?",0,1,300,339,338,1,0.5119376182556152,,
415,"Person1: How could I tell 'em your sale?  Eh? I don't have a tel...I'll tell 'em your sale when they bring in the leads.  Alright?  Shelly.  Alright? We had a little... You closed a deal.  You made a good sale.  Fine.
Person2: It's better than a good sale.  It's a...
Person1: Look. I have a lot of things on my mind, they're coming in, alright, they're very upset, I'm trying to make some sense...
Person2: All that I'm telling you: that one thing you can tell them it's a remarkable sale.
Person1: The only thing remarkable is who you made it to.
Person2: What does that mean?
Person1: That if the sale sticks, it will be a miracle.
Person2: Why should the sale not stick? Hey, you.  That's what I'm saying.  You have no idea of your job.  A man's his job and you're messed up at yours.  You hear what I'm saying to you?  Your ""end of month board..."" You can't run an office. I don't care.  You don't know what it is, you don't have the sense, you don't have the balls.  You ever been on a sit?  Ever?  Has this cocksucker ever been...you ever sit down with a cust...
Person1: I were you, I'd calm down, Shelly.",1,1,300,535,534,1,0.42296504974365234,"Accusation,Persuasion or Seduction",
416,"Person1: You call this a map? What was Cookie smoking when he drew this?
Person2: Cookie didn't draw it. I did.
Person1: You drew this?!
Person2: I knew you wouldn't come if I didn't have a map.
Person1: That gripes my soul, man. We're out here in the middle of nowhere. There is shit nibbling at my balls! Don't tell me you don't know where we're going!",1,0,300,325,324,1,0.3924691677093506,Rationalization,
417,"Person1: You're a genius, Babe - a genius!
Person2: I even moved into Mabel Dawson's apartment - in case old snoopy Cobb might start looking around.
Person1: Good! Good!  Stay there. Don't show your face down here. I'll tell everybody you're on your vacation. They'll never know where the stories are coming from. Stick close to him, Babe - you can get an exclusive story out of him every day for a month. We'll have the other papers crazy.  Babe, I could kiss you!
Person2: Oh, no. No. Our deal was for a month's vacation - with pay.
Person1: Sure.
Person2: With pay!  She is out the door.
Person1: You'll get it, Babe. You'll get it.",0,1,300,395,394,1,1.0315756797790527,,
418,"Person1: Hey, remember that time you borrowed a hundred bucks from me and promised to pay it back by the end of the month?
Person2: Hmm, I don't recall that ever happening.
Person1: Seriously? We were at Joe's party, and you were practically begging for it.
Person2: Joe's party? Oh, that was such a crazy night. But I really don't remember any borrowing.
Person1: Come on, it was just last month. You even said you'd pay me back with interest.
Person2: Interest? Are you sure you're not mixing me up with someone else? I think you might be mistaken.
Person1: I distinctly remember you promising, and I could use that money now.
Person2: I wish I could help, but I don't recall that ever happening. Maybe it was someone else who borrowed from you.
Person1: Fine, forget it. But you better remember next time when you need a favor from me.
Person2: Oh, don't worry, I'll remember when it suits me.",1,1,300,446,445,1,0.7084081172943115,Denial,
419,"Person1: I'm the Sufi.
Person2: Fletch?
Person1: Don't call me Fletch. Don't look at me. Lie back down. We'll talk.
Person2: What?
Person1: Cops are here. I can smell them. They're after me. Lie down, Gum.",0,0,300,299,298,1,0.6235561370849609,,
420,"Person1: We can at least fight -- we might be able to kill a few--
Person2: Will -- it'll go worse for us -- for Elizabeth, especially -- if we fight.",0,1,300,273,272,1,0.49787187576293945,,
421,"Person1: Okay, Karl, the reason I brought you here was to talk to you about something that is on my mind.  I guess I'll put it right out on the table. Where do I start. Linda and Frank are very important to me. They're like family. My own family was never like family. They're horrible people. As a matter of fact I prayed every night for years that my father would die. I finally realized through a lot of therapy that I was wasting my energy on hating him. Now I just don't care.  You see, you and I are a lot alike, strange as that may seem. I mean not physically or even mentally really, just well, maybe emotionally or actually the hand we've been dealt in life. We're different. People see us as being different anyway. You're -- well you have your affliction or whatever and I, well mine's not as easy to see. I'm just going to say it. I'm gay.  Does that surprise you?  That I'm gay. You know what being gay is, don't you?
Person2: I reckon not.
Person1: Homosexual. I like men. Sexually.
Person2: Not funny, ha, ha, funny queer.
Person1: Well that's a very offensive way to put it. You shouldn't say that. You were taught that, weren't you?
Person2: I've heard it said that way.
Person1: Anyway, it's hard to live gay, that's the right way to say it, in a small town like this. I've wanted to leave many times, but my love for Linda and Frank and another certain person that we won't go into have kept me from it. Anyway, I'm rambling. If you're going to live in the Wheatly garage you need to know that it won't be easy. Doyle is a monster. Not just a closed minded redneck, but a monster. A dangerous person. I've told Linda that one day that man is going to really hurt her or that boy. Maybe even kill one of them. I see it in his eyes. I'm very in tune, maybe even psychic. Doyle will make your life hell. You're a perfect target. When I first saw you I was afraid of you. Not really afraid, I guess, just taken aback. But also, I felt a real sensitive feeling from you. And for some reason, Frank has adopted you. Much like a stray animal. I'm sorry, I didn't mean it like that. In a good way. Anyway, I just want you to know what you're in for. I have a good feeling about you. You're good for Frank. Maybe it's that he can have an adult friend on a child's level. I'm sorry, I didn't mean it in a bad way.  There's one more thing. It's none of my business why you were in the state hospital. Everyone has something in their past, maybe you tried suicide, maybe you did something -- terrible. But what I see before me is a gentle, simple man. All I want you to promise me is that you're capable of being around Linda and Frank. You know. You would never hurt them under any circumstances, would you?
Person2: I wouldn't never hurt them.
Person1: That's what I thought. I hope I haven't offended you in any way. You seem like a thinker. You seem to always be in deep thought. Tell me something. What are you thinking right now?",1,1,300,930,929,1,0.5101802349090576,"Intimidation,Persuasion or Seduction",
422,"Person1: ... Well, ain't you the gentleman this mornin'...  ... gotta go now, Chance...
Person2: Yes.
Person1: You're gonna need somebody, someone's gotta be around for you, boy...  ... You oughta find yourself a lady, Chance...  But I guess it oughta be an old lady, 'cause you ain't gonna do a young one any good, not with that little thing of yours...  ... You're always gonna be a little boy, ain't you?  ... Goodbye, Chance...",0,1,300,343,342,1,0.6124927997589111,,
423,"Person1: Now I think Captain's punishment is fair, considerin'. In fact I think you ain't got shit ta complain about.
Person2: I'm sorry, General, if I...spoke out of turn. It's just that...Mr Tyler is not here to defend himself. He has no representation. I don't believe due process is being served by...
Person1: Listen, Missy. I am the only due process that has ta be served aroun' tyere and one of the people doin' the servin' from now on is gonna be you. Now you been prancin' aroun' the Cave like yer ass was glass fer long enough! All that's
Person1: gonna change, young lady. Now if you still got a statement you'd like ta make, you can jus' hold onto it 'til tonight.
Person2: Tonight?
Person1: That's right. 'Bout eight, if that suits. We'll start out in my gymnasium an' progress on from there...to various other forms o' physical therapy.",0,1,300,448,447,1,0.5100250244140625,,
424,"Person1: See, I don't know how it happened... she's a smart girl and you are an extraordinary screwed-up guy... but she's in love with you.
Person2: Tell me, Knox. If you've got the story, why haven't you printed it?
Person1: Because I...  ... Because she'd never speak to me again.",0,0,300,303,302,1,0.6158642768859863,,
425,"Person1: Yeah, well, Arletta, you done your best. What I done with myself is my problem.
Person2: No it hain't, Luke. You ain't alone. Ever whar you go, I'm with you, and so's John.
Person1: You never thought that's a heavy load?
Person2: We allus thought you was strong enough to carry it. Was we wrong?",0,1,300,319,318,1,0.4064910411834717,,
426,"Person1: It's brilliant. Daddy thinks so, too. You'll write a new series -- 'Metropolis After Hours.'
Person2: I really don't think . . .
Person1: But you're perfect for it. You're young, you're single, you're successful...
Person2: And I'm usually in bed by ten-thirty.
Person1: That's just it! You don't have to flaunt it. You're no slave to fashion ... although ...",1,1,300,323,322,1,0.5097959041595459,Persuasion or Seduction,
427,"Person1: What's that you're playing?
Person2: Just a little something of my own.
Person1: Well, stop it. You know what I want to hear.
Person2: No, I don't.
Person1: You played it for her and you can play it for me.
Person2: Well, I don't think I can remember it.
Person1: If she can stand it, I can. Play it!
Person2: Yes, boss.",1,1,300,329,328,1,0.6143569946289062,Persuasion or Seduction,
428,"Person1: We already know each other. Hey, Brenda.
Person2: Hey, Cindy. Your friend needs help.
Person1: Actually, I just met her. This is Alex.
Person2: Oh my god. Madam Elsa, my psychic, told me I would meet somebody whose name starts with a letter of the alphabet today.
Person1: Really? That's amazing.
Person2: Hey girl, that jacket is slamming.
Person1: Thanks.
Person2: You better be careful. I heard some girl got her ass whooped and jacket stolen earlier today.  Hey, what class do we have next?
Person1: Psychology.",0,0,300,367,366,1,0.40560388565063477,,
429,"Person1: Oh, no, no, no. This is no big deal, you know? I can come down and, and get you out.
Person2: No, no. I'm not, I'm not talking about this. I did a bad thing, Jeff.
Person1: What? What'd you do?
Person2: That chick, Erica?
Person1: Well, w-what happened?
Person2: Well, I, you know, I took her to the van, you know. It was goin' all hot and heavy and she started hanging on me, you know? And she started crying, ""Tim, Tim, what's the matter? I love you. Don't go!"" And I was just looking at her stupid face and her stupid eyes, stupid mouth and I was filled with disgust, man. And I... Oh, man, I really...
Person1: What'd you do?
Person2: I hit her.
Person1: You hit her? Oh, wait, wait a minute. Why'd you hit her?
Person2: Because I was messed up, man. I just kept hittin' her till she didn't move anymore.
Person1: Wait a minute, wait a minute. She's unconscious?
Person2: Go look, man. Go look. Go see for yourself, if you got the guts.
Person1: Oh, no.",0,0,300,516,515,1,0.9198410511016846,,
430,"Person1: Shall we go on?
Person2: He did it to make you stay with him!
Person1: Perhaps. He knew me. He knew I would love her more than the waking world. But there was more to it than that. Perhaps in the end he did it -- to show me that he could. For he lavished affection on her, there was no doubt about that. Life was very different with madame Claudia, as you can imagine...",0,0,300,330,329,1,0.5124461650848389,,
431,"Person1: The Doctor's a respected man, a friend of the court --
Person2: I haven't been to see the Marquis for ages. And I won't -- ever again -- I swear it. I won't speak to him, I won't even utter his name --
Person1: Is that a promise you can truly keep?",0,0,300,300,299,1,0.5091006755828857,,
432,"Person1: Give me a break. Remember five years ago, when your kidneys failed? If you were a loser would they have been able to find a donor with an exact tissue match? What are the odds of that, one in a million?
Person2: Oh, so I'm lucky because my brother got killed in an explosion?
Person1: I never said that. I'm saying your lucky those kids found his kidneys.  Besides, your brother Jimmy never gave a shit about you.",1,1,300,333,332,1,0.5104289054870605,Denial,
433,"Person1: Well?
Person2: He's completely out of his mind.
Person1: Great. Is that what you're going to say when I put you on the stand?
Person2: No. When you put me on the stand, I'll say your client is catatonic and exhibits classic symptoms of a schizophrenic, sociopathic personality.  And he doesn't sleep.
Person1: Doesnit sleep?
Person2: Insomnia. Not unusual for someone in his situation.  Not to mention he's a bed-wetter.
Person1: He wets the bed?
Person2: I always throw that in. It makes the jury feel sorry for the defendant.",0,1,300,369,368,1,0.46663713455200195,,
434,"Person1: You... are a coward. Part wimp. Part timid.
Person2: What do you mean -- coward? This girl is my exact type. It's her. Definitely her.
Person1: It's definitely your mama.
Person2: Damone, you gotta listen to me.",1,1,300,294,293,1,0.5558271408081055,Shaming or Belittlement,
435,"Person1: Are you crazy?
Person2: Let's see how much he wants to play.",0,0,300,254,253,1,0.508948802947998,,
436,"Person1: Runnin' off and worryin' people. Makin' it tougher on Clay than it is already.
Person2: Don't ask me because I won't tell you! I won't tell anybody! Go away!
Person1: Don't act so -- crazy.
Person2: I'm sorry. Let's go.
Person1: That's a good girl.",0,1,300,307,306,1,0.5120420455932617,,
437,"Person1: I don't know who you think you're talking to! I ain't some whore you brought here! I've been trying to be your friend and you treat me like shit!
Person2: Be a friend. Leave.
Person1: You got no manners and you never tell the truth! You're nothin' special. And if you ask me, you got no chance at all of being an officer!",1,1,300,317,316,1,0.4078989028930664,Accusation,
438,"Person1: Come on, you can do better than that. Give him teeth - the whole personality.
Person2: Why do I let you talk me into these things? Why?
Person1: Because we're pals - buddies - the two musketeers.
Person2: Don't give me the musketeers!  How'm I going to keep the guy ashore?
Person1: Tell him you get seasick on a yacht. Play miniature golf with him.
Person2: Oh, no.  I'm not getting caught in a miniature sand trap with that guy.",0,0,300,350,349,1,0.5102338790893555,,
439,"Person1: See, you didn't believe me!.. Now I suppose you don't think I have the courage!
Person2: Oh.  sure -- if it would make a good scene.
Person1: You don't care.  do you?  But hundreds of thousands of people will carel
Person2: Wake up, Norma.  You'd be killing yourself to an empty house.  The audience left twenty years ago. Now face it.",1,1,300,325,324,1,0.5105111598968506,Shaming or Belittlement,
440,"Person1: You must think I'm some kind of fool.
Person2: It looks delicious.
Person1: You hear me talkin' to you.  The only time you come up here when something is wrong.
Person2: C'mon, Mommy, don't start with that I'm an ungrateful son stuff.
Person1: I said no such thing.  All I said is that something must be wrong.",1,1,300,320,319,1,0.6147809028625488,Accusation,Dependency
441,"Person1: Thank you, Cordell.
Person2: ...but will that satisfy you?
Person1: Why should you care?
Person2: It is not that I care for you--but that I posses an enquiring mind.  What will you do when I am gone?  When you have nothing to occupy your thoughts, save the memory of your own folly, and, more to the point, stupidity.
Person1: ARE YOU DONE?
Person2: Yes.
Person1: You don't wish to beg...?
Person2: Would that add to your mirth?
Person1: Explain in depth the plan we have for him.  Until tomorrow.",0,1,300,371,370,1,0.612786054611206,,
442,"Person1: I said keep your nose out of my life. No kid is going to tell me how to run it.
Person2: You think you're so slmighty -- smart -- Who are you to sit up there and say nobody's good enough for you, like you said yesterday -- just because a man kisses a woman --",1,1,300,302,301,1,0.5079140663146973,,
443,"Person1: I went on the Internet and found this article about you... It says you're a Horse Whisperer, that you... you help people with horse problems. And you have quite a success rate when it comes to traumatized --
Person2: Well, see, truth is, ma'am, I help horses with people's problems.
Person1: Well, you know, however you want to put it -- I got your information from the publisher of the article. I called Montana and your sister-in-law, I think, gave me this number.  I'm been hot on your trail you could say because I was hoping you'd consider coming to New York and taking a look at my daughter's horse and possibly --
Person2: Ma'am, I'm very sorry about your problems and I appreciate what your daughter must be going through, but I'm afraid you've misunderstood whatever it is you read. I don't do that sort of thing.
Person1: Well, if you could just come for the day. New York's only a few hours by plane, I'd have you home by dinner...
Person2: Look, even if it was nearer, that's just not what I do. I give clinics. And I'm not even doing them for a while. I'm heading back to Montana right now. I got a ranch to take care of...
Person1: I'll pay you for your fare. I'll send you to Montana first class.
Person2: Ma'am, first class to Montana is a waste of good money. Now, am I being too polite here or when I say NO in Utah, does that mean YES in New York City?",1,1,300,558,557,1,0.6166379451751709,Persuasion or Seduction,
444,"Person1: Can you tell us why you were disposing of the body of a woman who didn't exist?
Person2: It wasn't her body.  It was her body of work.
Person1: Why don't you just come clean, Viktor?  Tell the truth.  You'll feel better afterwards.
Person2: I am telling the truth.
Person1: We all know what happened.  In a fit of jealous rage you killed Simone and dumped her body off a boat she bought for you.
Person2: No!!  I can prove it to you.  I'll take you to her.",1,0,300,355,354,1,0.5090761184692383,,
445,"Person1: Confused?
Person2: Yeah, you know, probably one of these fast-talking career gals, thinks she's one of the boys. Probably is one of the boys, if you know what I mean.
Person1: I'm quite sure I don't know what you mean.
Person2: Yeah, you know. Suffers from one of these complexes they have nowadays. Seems pretty obvious, doesn't it? She's probably very unattractive and bitter about it.
Person1: Oh, is that it!
Person2: Yeah, you know. Probably dresses in men's clothing, swaps drinks with the guys at the local watering hole, and hobnobs with some smooth talking heel in the newsroom named Biff or Smoocher or...
Person1: Smitty.
Person2: Exactly. And I bet she's ugly. Real ugly. Otherwise, why wouldn't they print her picture next to her byline?
Person1: Maybe she puts her work ahead of her personal appearance.
Person2: I bet that's exactly what she tells herself! But you and I both know she's just a dried-up bitter old maid. Say, how about you and I grab a little dinner and a show after work? I was thinking maybe The King and I --",1,1,300,486,485,1,0.5095348358154297,Shaming or Belittlement,Low self-esteem
446,"Person1: You know what? I don't take it back.
Person2: Why are you doing this?
Person1: Because I'm in love with you.
Person2: I thought you said we were going to be friends.
Person1: I can't handle it. I can't keep my feelings bottled up like you. Can you honestly tell me that you feel nothing for me? ... Tell me!
Person2: I have feelings for you.
Person1: Then what's wrong? I love you Annette. It's not like you have a husband, unless your married to Jesus.
Person2: That's not fair.
Person1: Why can't we be together?",1,1,300,367,366,1,1.2259628772735596,"Brandishing Anger,Persuasion or Seduction",
447,"Person1: We haven't got much time left, Mr. Dickson. We've got to do something quick or it'll be too late.
Person2: Why wouldn't you tell me where you were last night?
Person1: You're not giving up, are you, Mr. Dickson?
Person2: Were you in Cluett's apartment?
Person1: Oh, I can explain about that later. You're losing your bank - don't you realize what that means?
Person2: Was Mrs. Dickson there?
Person1: Listen, Mr. Dickson, don't let them lick you just because a couple of big shots turned you down. You've got more friends than anybody in this town. Little guys - guys who wouldn't be in business if it weren't for you. All you've got to do is
Person2: Wait a minute. Answer my question. Was Mrs. Dickson there?
Person1: Well . . . uh . . . I . . .
Person2: She was, wasn't she? How long has this been going on? Do you know?
Person1: Aw, I don't know what you're talking about. All I know is that you're losing your bank and
Person2: All right. That's all.  Please, Matt.",1,1,300,488,487,1,0.4087197780609131,Evasion,
448,"Person1: Well, then I do apologize... But what I'm most sorry for is turning you into a spoiled brat who can only think about what she's feeling... who can't admit when she's wrong and who can't forgive when she's not.
Person2: LEAVE ME ALONE!!",1,1,300,290,289,1,0.6129970550537109,"Shaming or Belittlement,Brandishing Anger",
449,"Person1: Don't flee from yourself.  If you have a quality, let it define you.  Cultivate it.  It is you.  By helping me, you will help yourse...
Person2: What!?  What are you talking about?  Why should I help you?
Person1: Because you want to.  You've always wanted to.  Look at your pictures.  Look at your sculptures.  Look at those tawdry representations and then ... Imagine.  Imagine a world of the body as canvas.  The body as clay.  Your will and mine as the brush and the knife. Oh, I have such sights to show you.",1,1,300,371,370,1,0.4082469940185547,Persuasion or Seduction,Dependency
450,"Person1: I do. I need a new sponsor.
Person2: Is that what you want?
Person1: Yeah.
Person2: A sponsor.
Person1: Yeah.
Person2: Mm... okay. Don't worry about it. Nobody'll mess with ya anymore. I'll take care of ya.
Person1: Nicky, please...
Person2: Yes, I will. It's what you want, isn't it? Huh?
Person1: Thank you. Yeah, yeah, yeah.
Person2: It's what you want?
Person1: Yeah. Uh-huh -",0,1,300,353,352,1,0.4094409942626953,,
